admin_dong_norm,hospital_clinic_count_gangseo_1km,hospital_clinic_count_gangseo_2km,emergency_room_count_gangseo_2km,nearest_emergency_room_km,mapped_station_names,subway_reference_month,subway_station_line_rows,subway_monthly_boarding,subway_monthly_alighting,subway_monthly_total_riders,subway_am_peak_alighting,subway_pm_peak_boarding,magok_backing_weight,magok_tenant_company_total,magok_large_company_count,magok_large_company_ratio,magok_industry_diversity_count,magok_field_diversity_count,magok_backing_company_equivalent,airport_backing_weight,gimpo_reference_year,gimpo_weekly_passenger_proxy,gimpo_weekly_flight_proxy,gimpo_annualized_passenger_proxy,airport_backing_passenger_equivalent,business_establishments_2023,business_workers_2023
발산1동,247,669,3,0.10457909207430442,"발산, 마곡, 마곡나루, 우장산",202604,3,1722893.0,1743990.0,3466883.0,513722.0,474267.0,1.0,202,58,0.2871287128712871,5,162,202.0,0.2,2025,14606804.0,82089.0,759553808.0,151910761.6,6937.0,36795.0
가양1동,76,443,3,1.3338028311637835,"가양, 증미, 양천향교, 마곡나루",202604,3,1274390.0,1257385.0,2531775.0,320193.0,295004.0,1.0,202,58,0.2871287128712871,5,162,202.0,0.25,2025,14606804.0,82089.0,759553808.0,189888452.0,10226.0,78453.0
방화1동,118,255,0,2.0403094074109696,"개화산, 방화, 김포공항",202604,7,1398916.0,1282909.0,2681825.0,276553.0,317676.0,0.15,202,58,0.2871287128712871,5,162,30.299999999999997,0.75,2025,14606804.0,82089.0,759553808.0,569665356.0,3735.0,13124.0
등촌3동,225,565,3,0.21208403152971342,"증미, 등촌",202604,2,634408.0,613550.0,1247958.0,129166.0,124972.0,0.35,202,58,0.2871287128712871,5,162,70.69999999999999,0.1,2025,14606804.0,82089.0,759553808.0,75955380.8,3463.0,22871.0
방화3동,76,195,0,2.3311359778087564,"방화, 개화산",202604,2,419124.0,404080.0,823204.0,64884.0,64110.0,0.1,202,58,0.2871287128712871,5,162,20.200000000000003,0.45,2025,14606804.0,82089.0,759553808.0,341799213.6,1298.0,4868.0
공항동,86,293,1,1.265929375694136,"공항시장, 송정, 김포공항",202604,7,1266838.0,1164997.0,2431835.0,251090.0,299106.0,0.25,202,58,0.2871287128712871,5,162,50.5,1.0,2025,14606804.0,82089.0,759553808.0,759553808.0,2806.0,34921.0
우장산동,223,570,4,0.42852871467498377,"우장산, 발산, 화곡",202604,3,2120231.0,2080287.0,4200518.0,414265.0,411027.0,0.35,202,58,0.2871287128712871,5,162,70.69999999999999,0.1,2025,14606804.0,82089.0,759553808.0,75955380.8,2645.0,7410.0
방화2동,110,233,1,1.1286440051678195,"개화, 방화, 김포공항",202604,7,1285811.0,1154000.0,2439811.0,256952.0,300385.0,0.1,202,58,0.2871287128712871,5,162,20.200000000000003,0.65,2025,14606804.0,82089.0,759553808.0,493709975.2,3510.0,12712.0
