year,line_type,airport_code,airport_name,flight_count_current,flight_count_previous,paid_passenger_current,transfer_passenger_current,free_passenger_current,passenger_total_current,paid_passenger_previous,transfer_passenger_previous,free_passenger_previous,passenger_total_previous,cargo_current,cargo_previous,raw_keys
2020,international,CJJ,청주,420,3935,47976,0,135,48111,492952,2,2659,495613,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2020,international,TAE,대구,1821,18035,227889,3,1169,229061,2558995,45,16576,2575616,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2020,international,MWX,무안,697,5195,87255,0,629,87884,682241,2,5037,687280,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2020,international,YNY,양양,154,261,14666,0,52,14718,32242,0,63,32305,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2020,international,USN,울산,0,4,0,0,0,0,564,0,2,566,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2020,international,ICN,인천,148988,398815,9980641,1912051,63064,11955756,62992783,7196121,389146,70578050,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,total,ALL,합계,556830,511980,68993647,509009,500470,70003126,62645582,1922416,459065,65027063,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,total,GMP,김포,138855,113580,22380114,0,145303,22525417,17323722,3431,119086,17446239,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,total,PUS,김해,57694,53150,8814443,0,44861,8859304,7185397,6872,43383,7235652,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,total,CJU,제주,160230,138256,25596749,0,205801,25802550,20884621,59,170016,21054696,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,total,CJJ,청주,17425,13625,2602592,0,25665,2628257,1951434,0,19429,1970863,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,total,TAE,대구,13294,12990,2032479,0,15886,2048365,1735239,3,14154,1749396,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,total,MWX,무안,88,930,7442,0,87,7529,112068,0,870,112938,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,total,YNY,양양,2377,2542,202173,0,1879,204052,236768,0,1980,238748,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,total,KWJ,광주,14764,13575,2137821,0,15071,2152892,1712916,0,13567,1726483,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,total,USN,울산,7441,4930,881895,0,6689,888584,549273,0,5084,554357,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,total,RSU,여수,8149,5846,1108287,0,7412,1115699,641703,0,5181,646884,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,total,KPO,포항경주,1868,838,157128,0,1799,158927,65229,0,765,65994,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,total,HIN,사천,2,320,105,0,0,105,26979,0,454,27433,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,total,KUV,군산,2404,1012,277773,0,2424,280197,108696,0,1104,109800,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,total,WJU,원주,1212,404,130926,0,1413,132339,37300,0,429,37729,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,total,ICN,인천,131027,149982,2663720,509009,26180,3198909,10074237,1912051,63563,12049851,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,domestic,ALL,합계,425380,344766,66293292,0,474188,66767480,50328076,0,383292,50711368,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,domestic,GMP,김포,138720,110125,22365229,0,145298,22510527,16785636,0,116740,16902376,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,domestic,PUS,김해,57492,43680,8794362,0,44800,8839162,6045823,0,36325,6082148,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,domestic,CJU,제주,160142,136047,25591991,0,205778,25797769,20603202,0,168696,20771898,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,domestic,CJJ,청주,17425,13205,2602592,0,25665,2628257,1903458,0,19294,1922752,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,domestic,TAE,대구,13226,11169,2026286,0,15835,2042121,1507350,0,12985,1520335,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,domestic,MWX,무안,88,233,7442,0,87,7529,24813,0,241,25054,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,domestic,YNY,양양,2377,2388,202173,0,1879,204052,222102,0,1928,224030,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,domestic,KWJ,광주,14764,13575,2137821,0,15071,2152892,1712916,0,13567,1726483,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,domestic,USN,울산,7441,4930,881895,0,6689,888584,549273,0,5084,554357,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,domestic,RSU,여수,8149,5846,1108287,0,7412,1115699,641703,0,5181,646884,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,domestic,KPO,포항경주,1868,838,157128,0,1799,158927,65229,0,765,65994,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,domestic,HIN,사천,2,320,105,0,0,105,26979,0,454,27433,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,domestic,KUV,군산,2404,1012,277773,0,2424,280197,108696,0,1104,109800,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,domestic,WJU,원주,1212,404,130926,0,1413,132339,37300,0,429,37729,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,domestic,ICN,인천,70,994,9282,0,38,9320,93596,0,499,94095,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,international,ALL,합계,131450,167214,2700355,509009,26282,3235646,12317506,1922416,75773,14315695,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,international,GMP,김포,135,3455,14885,0,5,14890,538086,3431,2346,543863,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,international,PUS,김해,202,9470,20081,0,61,20142,1139574,6872,7058,1153504,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,international,CJU,제주,88,2209,4758,0,23,4781,281419,59,1320,282798,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,international,CJJ,청주,0,420,0,0,0,0,47976,0,135,48111,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,international,TAE,대구,68,1821,6193,0,51,6244,227889,3,1169,229061,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,international,MWX,무안,0,697,0,0,0,0,87255,0,629,87884,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,international,YNY,양양,0,154,0,0,0,0,14666,0,52,14718,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2021,international,ICN,인천,130957,148988,2654438,509009,26142,3189589,9980641,1912051,63064,11955756,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,total,ALL,합계,615652,556830,89494949,2661702,683231,92839882,68993647,509009,500470,70003126,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,total,GMP,김포,143713,138855,24341777,159,182129,24524065,22380114,0,145303,22525417,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,total,PUS,김해,61733,57694,9962972,3835,60290,10027097,8814443,0,44861,8859304,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,total,CJU,제주,169624,160230,29452263,11,251388,29703662,25596749,0,205801,25802550,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,total,CJJ,청주,18516,17425,3143641,0,31008,3174649,2602592,0,25665,2628257,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,total,TAE,대구,13472,13294,2238588,0,17295,2255883,2032479,0,15886,2048365,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,total,MWX,무안,192,88,29348,0,46,29394,7442,0,87,7529,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,total,YNY,양양,2981,2377,381315,0,3327,384642,202173,0,1879,204052,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,total,KWJ,광주,12916,14764,2053073,0,15552,2068625,2137821,0,15071,2152892,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,total,USN,울산,6235,7441,792778,0,6948,799726,881895,0,6689,888584,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,total,RSU,여수,7072,8149,1002191,0,8142,1010333,1108287,0,7412,1115699,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,total,KPO,포항경주,2514,1868,246488,0,2925,249413,157128,0,1799,158927,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,total,HIN,사천,1350,2,138298,0,1359,139657,105,0,0,105,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,total,KUV,군산,2681,2404,405975,0,3763,409738,277773,0,2424,280197,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,total,WJU,원주,1400,1212,191186,0,2053,193239,130926,0,1413,132339,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,total,ICN,인천,171253,131027,15115056,2657697,97006,17869759,2663720,509009,26180,3198909,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,domestic,ALL,합계,432890,425380,72656592,0,574916,73231508,66293292,0,474188,66767480,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,domestic,GMP,김포,141462,138720,23967947,0,180442,24148389,22365229,0,145298,22510527,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,domestic,PUS,김해,53994,57492,8813682,0,51543,8865225,8794362,0,44800,8839162,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,domestic,CJU,제주,168977,160142,29358878,0,250872,29609750,25591991,0,205778,25797769,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,domestic,CJJ,청주,18494,17425,3141099,0,31000,3172099,2602592,0,25665,2628257,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,domestic,TAE,대구,12756,13226,2146333,0,16870,2163203,2026286,0,15835,2042121,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,domestic,MWX,무안,0,88,0,0,0,0,7442,0,87,7529,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,domestic,YNY,양양,2637,2377,352907,0,3228,356135,202173,0,1879,204052,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,domestic,KWJ,광주,12916,14764,2053073,0,15552,2068625,2137821,0,15071,2152892,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,domestic,USN,울산,6235,7441,792778,0,6948,799726,881895,0,6689,888584,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,domestic,RSU,여수,7072,8149,1002191,0,8142,1010333,1108287,0,7412,1115699,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,domestic,KPO,포항경주,2514,1868,246488,0,2925,249413,157128,0,1799,158927,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,domestic,HIN,사천,1350,2,138298,0,1359,139657,105,0,0,105,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,domestic,KUV,군산,2681,2404,405975,0,3763,409738,277773,0,2424,280197,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,domestic,WJU,원주,1400,1212,191186,0,2053,193239,130926,0,1413,132339,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,domestic,ICN,인천,402,70,45757,0,219,45976,9282,0,38,9320,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,international,ALL,합계,182762,131450,16838357,2661702,108315,19608374,2700355,509009,26282,3235646,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,international,GMP,김포,2251,135,373830,159,1687,375676,14885,0,5,14890,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,international,PUS,김해,7739,202,1149290,3835,8747,1161872,20081,0,61,20142,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,international,CJU,제주,647,88,93385,11,516,93912,4758,0,23,4781,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,international,CJJ,청주,22,0,2542,0,8,2550,0,0,0,0,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,international,TAE,대구,716,68,92255,0,425,92680,6193,0,51,6244,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,international,MWX,무안,192,0,29348,0,46,29394,0,0,0,0,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,international,YNY,양양,344,0,28408,0,99,28507,0,0,0,0,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2022,international,ICN,인천,170851,130957,15069299,2657697,96787,17823783,2654438,509009,26142,3189589,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2023,total,ALL,합계,793427,615652,126262510,6435857,889672,133588039,89494949,2661702,683231,92839882,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2023,total,GMP,김포,134560,143713,23220245,18347,185566,23424158,24341777,159,182129,24524065,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2023,total,PUS,김해,82185,61733,13599640,9310,85760,13694710,9962972,3835,60290,10027097,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2023,total,CJU,제주,167086,169624,28828253,169,267849,29096271,29452263,11,251388,29703662,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
