year,line_type,airport_code,airport_name,flight_count_current,flight_count_previous,paid_passenger_current,transfer_passenger_current,free_passenger_current,passenger_total_current,paid_passenger_previous,transfer_passenger_previous,free_passenger_previous,passenger_total_previous,cargo_current,cargo_previous,raw_keys
2025,total,ICN,인천,425760,413200,66759753,6992829,318893,74071475,63607686,7251520,297741,71156947,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2025,domestic,ALL,합계,363746,373568,60490102,0,579060,61069162,62263500,0,558750,62822250,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2025,domestic,GMP,김포,104528,108251,18357957,0,166472,18524429,18893131,0,160379,19053510,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2025,domestic,PUS,김해,40891,42237,6399199,0,48242,6447441,6699098,0,47557,6746655,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2025,domestic,CJU,제주,154088,156533,26513249,0,264453,26777702,26920409,0,251587,27171996,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2025,domestic,CJJ,청주,16166,18573,2694996,0,32899,2727895,3075177,0,35359,3110536,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2025,domestic,TAE,대구,13935,13776,2062483,0,19551,2082034,2112416,0,18503,2130919,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2025,domestic,MWX,무안,0,393,0,0,0,0,48792,0,674,49466,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2025,domestic,YNY,양양,314,0,49651,0,761,50412,0,0,0,0,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2025,domestic,KWJ,광주,13100,13557,1916553,0,18317,1934870,1942032,0,17226,1959258,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2025,domestic,USN,울산,4289,3443,504254,0,7319,511573,442609,0,6137,448746,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2025,domestic,RSU,여수,4771,5074,588394,0,6888,595282,625955,0,6863,632818,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2025,domestic,KPO,포항경주,2039,2102,219417,0,3065,222482,253765,0,3244,257009,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2025,domestic,HIN,사천,1873,1755,227029,0,3015,230044,238154,0,2759,240913,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2025,domestic,KUV,군산,1742,2030,243359,0,3020,246379,321963,0,3597,325560,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2025,domestic,WJU,원주,1386,1370,199164,0,2752,201916,204408,0,2755,207163,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2025,domestic,ICN,인천,4624,4474,514397,0,2306,516703,485591,0,2110,487701,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2025,international,ALL,합계,548998,519085,87513773,7034258,427412,94975443,81658168,7268453,382247,89308868,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2025,international,GMP,김포,22936,20697,4414478,6078,17104,4437660,3916217,6027,14845,3937089,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2025,international,PUS,김해,62939,52633,10411505,30348,60493,10502346,8947771,10855,47177,9005803,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2025,international,CJU,제주,18734,16219,3014720,26,14534,3029280,2437021,36,10553,2447610,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2025,international,CJJ,청주,13698,9814,1930599,6,11456,1942061,1461115,12,7558,1468685,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2025,international,TAE,대구,9457,8568,1484966,4971,7224,1497161,1400432,3,5687,1406122,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2025,international,MWX,무안,0,2306,0,0,0,0,355620,0,783,356403,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2025,international,YNY,양양,94,122,11738,0,14,11752,17897,0,13,17910,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2025,international,USN,울산,4,0,411,0,0,411,0,0,0,0,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2025,international,ICN,인천,421136,408726,66245356,6992829,316587,73554772,63122095,7251520,295631,70669246,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
