comparison_unit,population_2019,population_latest,population_change_pct,households_2019,households_latest,households_change_pct,avg_household_size_latest,avg_household_size_2019,share_20_39_latest_pct,share_20_39_2019_pct,share_60_plus_latest_pct,one_person_households_latest,one_person_household_share_latest_pct,share_20_39_change_p,avg_household_size_change
마곡핵심권(발산1동+가양1동),72154.0,67856.0,-5.956703717049638,32684.0,34595,5.846897564557585,1.9614395143806909,2.2076245257618408,35.52522989860882,35.63350611192727,21.193409573213863,,,-0.10827621331844739,-0.2461850113811499
공항연계권(공항동+방화1동),72728.0,68876.0,-5.29644703552965,30153.0,30536,1.270188704274866,2.255567199371234,2.4119656418930124,25.272954294674488,29.967825321746783,26.470759045240722,,,-4.6948710270722955,-0.1563984425217786
강서구 전체,591796.0,548716.0,-7.279535515616864,262708.0,274405,4.4524719460389495,1.999657440644303,2.2526759748465977,30.385117255556608,32.18947069598308,27.99480970119333,,,-1.8043534404264747,-0.2530185342022946
서울 전체(2026.04 주민등록 세대),,,,,4521744,,,,,,,2049061.0,45.31572331383643,,
